['23.3337', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['25.3331', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['27.3325', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['29.3318', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['31.3311', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['33.3518', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['35.3382', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['37.3419', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['39.3285', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['41.3446', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['43.3439', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['45.3766', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['47.3427', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['49.3421', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['51.3747', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['53.3407', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['55.3401', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['57.3228', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['59.3316', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['61.3335', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['63.3208', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['65.3202', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['67.3195', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['69.3189', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['71.3182', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['73.3176', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['75.3336', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['77.3663', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['79.3323', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['81.3484', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['83.3644', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['85.3471', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['87.3464', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['89.3791', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['91.3451', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['93.3282', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['95.3272', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['97.3265', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['99.3259', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['101.3252', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['103.3246', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['105.3240', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['107.3233', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['109.3227', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['111.3720', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['113.3880', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['115.3540', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['117.4034', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['119.3361', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['121.3855', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['123.3348', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['125.3508', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['127.3335', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['129.3329', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['131.3322', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['133.3316', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['135.3309', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['137.3636', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['139.3630', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['141.3957', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['143.3617', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['145.3777', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['147.3437', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['149.3264', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['151.3258', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['153.3253', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['155.3245', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['157.3572', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['159.4065', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['161.3392', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['163.3552', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['165.3380', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['167.3373', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['169.3366', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['171.3360', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['173.3354', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['175.3347', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['177.3507', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['179.4003', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['181.3495', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['183.3488', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['185.3482', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['187.3309', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['189.3302', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['191.3296', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['193.3289', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['195.3283', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['197.3276', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['199.3270', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['201.3263', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['203.3257', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['205.3750', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['207.3577', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['209.3404', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['211.3398', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['213.4194', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['215.3385', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['217.3545', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['219.3373', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['221.3366', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['223.3359', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['225.3352', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['227.3346', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['229.3340', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['231.3333', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['233.3327', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['235.3320', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['237.3314', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['239.3307', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['241.3823', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['243.3794', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['245.3455', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['247.3449', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['249.3442', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['251.3935', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['253.3596', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['255.3756', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['257.3250', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['259.3243', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['261.3237', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['263.3230', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['265.3224', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['267.3217', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['269.3211', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['271.3204', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['273.3371', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['275.3692', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['277.3519', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['279.3845', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['281.4005', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['283.3666', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['285.3493', 'EXP', 'text_4:', 'text', '=', "'W'", '']
['287.3486', 'EXP', 'text_4:', 'text', '=', "'M'", '']
['289.3980', 'EXP', 'text_4:', 'text', '=', "'W'", '']
